0	0.013062
1	0.035767
2	0.051147
3	0.067749
4	0.092285
5	0.101440
6	0.115967
7	0.130005
8	0.133789
9	0.139404
10	0.145874
11	0.153564
12	0.159790
13	0.169922
14	0.180664
15	0.183960
16	0.188721
17	0.189819
18	0.194336
19	0.199829
20	0.203857
21	0.212036
22	0.219482
23	0.221436
24	0.226929
25	0.227661
26	0.229492
27	0.231445
28	0.234863
29	0.237549
30	0.236816
31	0.244751
32	0.247559
33	0.253662
34	0.255371
35	0.258301
36	0.263550
37	0.261963
38	0.269043
39	0.270508
40	0.274658
41	0.277954
42	0.276978
43	0.280151
44	0.277100
45	0.277588
46	0.280273
47	0.279541
48	0.285156
49	0.282227
50	0.281616
51	0.281128
52	0.275879
53	0.281250
54	0.280762
55	0.281372
56	0.280884
57	0.286011
58	0.287231
59	0.282959
60	0.281372
61	0.278809
62	0.274780
63	0.276611
64	0.274902
65	0.278931
66	0.279907
67	0.277832
68	0.278687
69	0.282959
70	0.282715
71	0.282227
72	0.282471
73	0.285156
74	0.287354
75	0.287842
76	0.289307
77	0.293823
78	0.294434
79	0.297241
80	0.301758
81	0.302124
82	0.304810
83	0.309937
84	0.309448
85	0.312256
86	0.314697
87	0.313232
88	0.315552
89	0.318237
90	0.319946
91	0.320190
92	0.323975
93	0.322510
94	0.323120
95	0.329102
96	0.332764
97	0.331787
98	0.331299
99	0.332642
100	0.335693
101	0.337646
102	0.342773
103	0.342896
104	0.338135
105	0.340210
106	0.343384
107	0.341553
108	0.343262
109	0.343140
110	0.346680
111	0.346924
112	0.350098
113	0.354614
114	0.356445
115	0.360596
116	0.358032
117	0.360718
118	0.363892
119	0.361328
120	0.361328
121	0.359497
122	0.362427
123	0.360352
124	0.360718
125	0.363403
126	0.362671
127	0.365601
128	0.368042
129	0.369873
130	0.365845
131	0.370117
132	0.369507
133	0.370972
134	0.373657
135	0.377075
136	0.381226
137	0.386597
138	0.386230
139	0.386230
140	0.387695
141	0.385742
142	0.388184
143	0.385620
144	0.389893
145	0.391602
146	0.389771
147	0.389893
148	0.391235
149	0.395142
150	0.395996
151	0.399292
152	0.403809
153	0.408936
154	0.409668
155	0.409058
156	0.408813
157	0.412476
158	0.412720
159	0.414185
160	0.421997
161	0.420410
162	0.424194
163	0.423584
164	0.426025
165	0.429810
166	0.434448
167	0.439087
168	0.440308
169	0.439331
170	0.442383
171	0.441284
172	0.441528
173	0.441284
174	0.444580
175	0.447266
176	0.449219
177	0.451904
178	0.454468
179	0.456787
180	0.457642
181	0.458008
182	0.455811
183	0.460815
184	0.463501
185	0.463257
186	0.468018
187	0.470703
188	0.469971
189	0.472412
190	0.475586
191	0.475464
192	0.476562
193	0.476685
194	0.476685
195	0.481812
196	0.485474
197	0.484253
198	0.484253
199	0.489624
200	0.490112
201	0.490112
