0	0.003296
1	0.013184
2	0.011353
3	0.010620
4	0.006348
5	0.000366
6	0.009155
7	0.005737
8	0.009277
9	0.002319
10	0.012573
11	0.026611
12	0.024536
13	0.018799
14	0.025635
15	0.036133
16	0.048950
17	0.047363
18	0.061279
19	0.058594
20	0.065552
21	0.065918
22	0.067871
23	0.062256
24	0.057251
25	0.051270
26	0.054443
27	0.056152
28	0.062256
29	0.063232
30	0.055664
31	0.066772
32	0.071167
33	0.079712
34	0.073120
35	0.073242
36	0.082764
37	0.085083
38	0.081421
39	0.092529
40	0.096436
41	0.094482
42	0.103760
43	0.111816
44	0.104370
45	0.114380
46	0.119629
47	0.137695
48	0.132935
49	0.142212
50	0.148315
51	0.152466
52	0.145630
53	0.140991
54	0.135254
55	0.123779
56	0.121582
57	0.119019
58	0.125854
59	0.111572
60	0.103638
61	0.104858
62	0.097778
63	0.105347
64	0.120117
65	0.116943
66	0.113892
67	0.110840
68	0.102417
69	0.091675
70	0.100952
71	0.096558
72	0.090088
73	0.090942
74	0.084961
75	0.095947
76	0.112427
77	0.113403
78	0.115723
79	0.114258
80	0.126099
81	0.116333
82	0.109131
83	0.100952
84	0.098999
85	0.092896
86	0.098022
87	0.100098
88	0.099609
89	0.108887
90	0.116821
91	0.122070
92	0.117920
93	0.106689
94	0.109863
95	0.108521
96	0.119873
97	0.104248
98	0.109375
99	0.115845
100	0.118408
101	0.109375
102	0.110840
103	0.114136
104	0.119751
105	0.120728
106	0.127930
107	0.131104
108	0.134644
109	0.122192
110	0.129028
111	0.126465
112	0.130737
113	0.124756
114	0.135742
115	0.133423
116	0.132324
117	0.133911
118	0.129150
119	0.127563
120	0.128052
121	0.136963
122	0.132080
123	0.128052
124	0.141968
125	0.136108
126	0.134277
127	0.132690
128	0.122925
129	0.122559
130	0.123291
131	0.129395
132	0.124512
133	0.128784
134	0.133911
135	0.141113
136	0.144287
137	0.141724
138	0.134766
139	0.120605
140	0.117065
141	0.120605
142	0.118042
143	0.130615
144	0.120605
145	0.136597
146	0.145020
147	0.133789
148	0.123535
149	0.136475
150	0.124512
151	0.133667
152	0.140747
153	0.137695
154	0.139893
155	0.145630
156	0.148682
157	0.147461
158	0.145142
159	0.141724
160	0.140015
161	0.135620
162	0.145874
163	0.137451
164	0.149536
165	0.152588
166	0.167114
167	0.161743
168	0.167725
169	0.158081
170	0.163208
171	0.162842
172	0.165039
173	0.166992
174	0.170410
175	0.167603
176	0.162109
177	0.164917
178	0.179321
179	0.163330
180	0.166870
181	0.167603
182	0.171509
183	0.176880
184	0.175049
185	0.172241
186	0.166382
187	0.163940
188	0.167114
189	0.179077
190	0.171753
191	0.177612
192	0.176025
193	0.184448
194	0.188354
195	0.195068
196	0.181641
197	0.181641
198	0.184937
199	0.200195
200	0.204956
201	0.196045
202	0.191406
203	0.190552
204	0.190674
205	0.189087
206	0.191162
207	0.197632
208	0.188721
209	0.182251
210	0.188354
211	0.196777
212	0.209961
213	0.215210
214	0.217896
215	0.223755
216	0.234009
217	0.233643
218	0.228271
219	0.228027
220	0.233398
221	0.228760
222	0.220947
223	0.225098
224	0.222168
225	0.222656
226	0.216919
227	0.212769
228	0.212646
229	0.210815
